0.0;1.0;2.0;3.0;5.0;6.0;7.0;8.0;11.0;12.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;23.0;25.0;26.0;27.0;28.0;29.0;30.0;31.0;32.0;33.0;37.0;41.0;42.0;43.0;44.0;46.0;47.0;51.0;52.0;59.0;65.0;71.0;73.0;78.0;83.0;86.0;90.0;93.0;101.0;102.0;107.0;119.0;132.0;138.0;139.0;141.0;149.0;156.0;163.0;166.0;178.0;203.0;206.0;259.0;299.0;359.0;457.0
301.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.885304659498208;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
265.6693835258484;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.0;1.0;2.0;3.0;5.0;6.0;7.0;8.0;11.0;12.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;23.0;25.0;26.0;27.0;28.0;29.0;30.0;31.0;32.0;37.0;41.0;42.0;43.0;44.0;46.0;47.0;51.0;52.0;59.0;65.0;71.0;73.0;78.0;83.0;86.0;90.0;93.0;101.0;102.0;107.0;119.0;132.0;138.0;139.0;141.0;149.0;156.0;163.0;178.0;202.0;203.0;206.0;256.0;259.0;299.0;359.0
292.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.659498207885305;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
322.35408115386963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.0;1.0;2.0;3.0;5.0;6.0;7.0;8.0;11.0;12.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;23.0;25.0;26.0;27.0;28.0;29.0;30.0;31.0;32.0;37.0;41.0;42.0;43.0;44.0;46.0;47.0;51.0;52.0;59.0;65.0;71.0;73.0;78.0;83.0;86.0;90.0;93.0;101.0;102.0;107.0;119.0;132.0;138.0;139.0;141.0;149.0;156.0;163.0;166.0;178.0;203.0;206.0;256.0;259.0;299.0;359.0
290.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.942652329749104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
326.75334787368774;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.0;1.0;2.0;3.0;5.0;6.0;7.0;8.0;11.0;12.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;23.0;25.0;26.0;27.0;28.0;29.0;30.0;31.0;32.0;37.0;41.0;42.0;43.0;44.0;46.0;47.0;51.0;52.0;59.0;65.0;71.0;73.0;78.0;83.0;86.0;90.0;93.0;101.0;102.0;107.0;119.0;132.0;138.0;139.0;141.0;149.0;156.0;163.0;166.0;178.0;203.0;206.0;256.0;259.0;299.0;359.0
290.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.942652329749104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
275.8836646080017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.0;1.0;2.0;3.0;5.0;6.0;7.0;8.0;11.0;12.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;23.0;25.0;26.0;27.0;28.0;29.0;30.0;31.0;32.0;37.0;41.0;42.0;43.0;44.0;46.0;47.0;51.0;52.0;59.0;65.0;71.0;73.0;78.0;83.0;86.0;90.0;93.0;101.0;102.0;107.0;119.0;132.0;138.0;139.0;141.0;149.0;156.0;163.0;166.0;178.0;203.0;206.0;256.0;259.0;299.0;359.0
290.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.942652329749104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301.81858015060425;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.0;1.0;2.0;3.0;5.0;6.0;7.0;8.0;11.0;12.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;23.0;25.0;26.0;27.0;28.0;29.0;30.0;31.0;32.0;37.0;41.0;42.0;43.0;44.0;46.0;47.0;51.0;52.0;59.0;65.0;71.0;73.0;78.0;83.0;86.0;90.0;93.0;101.0;102.0;107.0;119.0;132.0;138.0;139.0;141.0;149.0;156.0;163.0;166.0;178.0;203.0;206.0;256.0;259.0;299.0;359.0
290.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.942652329749104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
274.245924949646;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.0;1.0;3.0;5.0;6.0;7.0;8.0;11.0;12.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;23.0;25.0;26.0;27.0;28.0;29.0;30.0;31.0;32.0;37.0;41.0;42.0;43.0;44.0;46.0;47.0;51.0;52.0;59.0;65.0;71.0;73.0;78.0;83.0;86.0;90.0;93.0;101.0;102.0;107.0;119.0;132.0;138.0;139.0;141.0;149.0;156.0;163.0;166.0;178.0;203.0;206.0;245.0;256.0;259.0;299.0;359.0
302.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.243727598566307;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
305.5543975830078;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.0;1.0;2.0;3.0;5.0;6.0;7.0;8.0;10.0;11.0;12.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;23.0;25.0;26.0;27.0;28.0;29.0;30.0;31.0;32.0;37.0;41.0;42.0;43.0;44.0;46.0;47.0;51.0;52.0;59.0;65.0;71.0;73.0;78.0;83.0;86.0;90.0;93.0;102.0;107.0;119.0;132.0;138.0;139.0;141.0;149.0;156.0;163.0;166.0;178.0;201.0;203.0;206.0;256.0;259.0;299.0;359.0
296.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.093189964157706;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
